SAMPLEID	VERDY19	Plrevelo.MOCKZYMO	Plrevelo.NT4	VERDY5	Plrevelo.NT2	VERDY2	VERDY55	ED	VERDY24	VERDY20	VERDY21	VERDY8	VERDY7	VERDY39	VERDY51	VERDY35	VERDY38	VERDY65	VERDY66	VERDY52	VERDY54	VERDY4	VERDY23	VERDY53	Plrevelo.IV01IV	Plrevelo.TLIB2	VERDY40	VERDY33	VERDY9	Plrevelo.TLIB1	VERDY6	Plrevelo.NT1	VERDY17	VERDY34	VERDY36	VERDY3	VERDY18	FMR	VERDY49	Plrevelo.NT5	Plrevelo.NT3	VERDY37
Agrococcus sp. SCSIO52902	6.4159	0	0	0.3633	0	0	0.1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.4995	0
Agrococcus sp. SL85	5.0076	0	0	0.3633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.6438	0
Agromyces aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9746	0	0	0	0	0	0	0.0988	0	0
Agromyces intestinalis	0	0	0	0	0	7.4326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.2876	0	0	0	0	0	0	0	0	0
Alcaligenes faecalis	0.4695	0.5915	0.1132	62.8576	0.1766	0	0	0	0.6397	0	0	0	0	0	0	0.1197	0	0	0	0	0	0	0	0	0	0.1713	0	0	6.8771	0	0	0	1.841	0.9078	0.8628	0.4159	0	0.0997	0.1196	0.2964	0.6593	0
Alicycliphilus denitrificans	30.8277	0	0.4528	0	10.4211	0.1882	0	0.8241	2.5587	0	0	0	17.1323	1.288	1.6148	0	0	0	0	0	0	0	0	0.2905	0	0.0857	0.6899	0	20.6313	0.1758	0.2669	0	5.5228	0.3026	24.59	0.4159	1.1854	2.293	0	0.0988	4.2853	0.7457
Aliiroseovarius crassostreae	0.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8604
Alistipes communis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9864	0	0	0	0	0	0	0	0	0	0
Alistipes finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8006	0	0	0	0	0	0	0	0	0	0	0
Alistipes megaguti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5337	0.6913	0	0	0	0	0	0	0	0	0	0
Alistipes onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.073	0	0	0	0	0	0	0	0	0	0	0
Alistipes shahii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5365	0	0	0	0	0	0	0	0	0	0	0
Alloalcanivorax dieselolei	0.1565	0.1183	13.4703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allomeiothermus silvanus	0.1565	1.5379	0.4528	0	0.8831	0.1882	0.4371	0.4945	0	0	0.2968	0	0	0	0	0	0	0	0	0	0.2549	0	0	0.2905	0.1604	0.5996	0	0.1766	0	0.1758	0	0	0.2301	0.4539	0	0.208	0.3951	0.3988	0	0.8893	0.3296	0.7457
Allosphingosinicella indica	0	0	0	0	0	0.5645	6.1196	0	0	1.9918	0	0	0	0	0.8074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208	0	0	0	0	0	0
Alloyangia pacifica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.6821
Altererythrobacter sp. B11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminipila butyrica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminobacter sp. MSH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3825	0	0	0	0	0	0	0	0	0	0
Amniculibacterium sp. G2-70	2.5038	0	0	0	0	82.2285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amycolatopsis keratiniphila	0	0	3.3959	0	0	0	2.732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amycolatopsis mediterranei	0	0	4.8674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus mediterraneensis	0	0	0	0	0	1.4112	0	0	0	0	0	0	1.6317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4539	0	0	13.0388	0	0	0	8.9001	0
Anaerococcus obesiensis	0	0	0.1132	0	0	1.7876	0	0	0	0	0	1.3762	0	0	0.8074	0	0	0	0	0	0	0	0	0	0.1604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7137	59.3571
Anaerococcus prevotii	0.1565	14.196	73.4641	9.0835	0	0	0.2186	0	0	11.9509	0	4.8166	0.8158	0	0	0	1.0218	0	0	0	0	0	0	0.2905	11.5492	0	0	0	0	0	0	0	1.3807	2.1181	29.3355	0.8319	0	1.6948	10.4067	0.0988	24.2831	266.66
Anaerococcus sp. Marseille-Q7828	0	0	41.8824	1.09	0.3533	1.5053	0	0	0	16.5985	0	0	0	0	0	0	0	0	0	0	1.9115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3673	0	0	1.9139	0.0988	0	7.3078
Anaerococcus vaginalis	0	1.3013	0	0	0	0	0	0	0	0	0.2968	3.8533	0	0	0.2019	0	0	0	0	0	0	0	17.758	0	0.3208	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3302	0	0	9.3957
Anaeromicropila herbilytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0211	0
Anaerotignum propionicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1348	0	0	0	0	0	0	0	0	0	0	0
Anaerotruncus colihominis	0	0	0	0	0	0	0.5464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6011	4.1476	0	0	0	0	0	0	0	0	0	0
Andhravirus andhra	0	0	0.1132	0	0	22.8622	0	0	0	0	0	0	0	0	0	0.1197	0.3716	0	0	0	0	0	0	0	0.8822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5929	0.3296	1.3423
Anoxybacillus amylolyticus	0	0	0	0	0.1766	0	0	0	0	0	0	0	0.4079	0	0	0	0	0	0	0	0	0	0	0	0.0802	0	0	0	0	0	0	0	0	0	0	0	0	0.0997	0	0	0	0
Anoxybacillus flavithermus	0	0.3549	0	0	65.1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4711	0	0	0	0	0	0.1099	0
Apilactobacillus kunkeei	0	30.403	0	0	0	0	0	0	0	1.3279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquidulcibacter paucihalophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.2042	0	0	0	0
Aquirhabdus parva	43.5031	0	0	0	0	0	0	1.1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1196	0	0	0
Arachidicoccus soli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.765	0	0	0	0	0	0	0	0	0	0
Arachnia propionica	0	0	0.3396	0	0	0	0	0.1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4433	0	0	0	0.3951	0	0	0	0.2198	0
Arachnia rubra	0	0	0.2264	0	0	0	0	0	0	0	0	0	1.6317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6904	0	0	0.208	0	0	0	0	0.1099	0
Arcanobacterium canis	0.1565	0	91.2358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arcanobacterium wilhelmae	0	0	42.9012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arsenicicoccus sp. oral taxon 190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0633	0	0	0	0	0
Arsenophonus endosymbiont of Aleurodicus dugesii	0.1565	0.8281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0857	0	0	0	0.791	0	0	0.4602	0	0	0.208	0.3951	0	0	0	0	0
Arthrobacter agilis	0	0	0.1132	0	3.7092	0	0.8742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4586	0	0
Arthrobacter alpinus	0.1565	0	0.566	0	3.0027	0	0	0	0	0	0	0	0	0	0	0	0.0929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.765	0	0	0	0	0	0	0	0	0	0
Arthrobacter antioxidans	0	0	0	0	0.5299	0	1.8577	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2964	0	0
Arthrobacter crystallopoietes	0	0	0.3396	0	0.7065	0	0.1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1713	0	0.8829	0	0	0	0	0	0	0	0	0	0	0	0.2964	0	0
Arthrobacter gengyunqii	0	0	0	0	3.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0988	0	0
Arthrobacter sp. 24S4-2	0	0	0.1132	0	3.356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. AQ5-05	0	0	0.1132	0	2.6494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. CDRTa11	0	0	0.1132	0	4.5924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. EM1	0	0	0	0	3.0027	0.0941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. FW305-123	0	0	0	0	0	0	0	1.3186	0	0	0	0.1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1766	0	0	0	0	0	0	0	0	0	0	0	0.0988	0	0
Arthrobacter sp. FW306-05-C	0	0	0	0	3.356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. Helios	0	0	0.1132	0	0.1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.9982	0	0	0	0	0	0	0	0	0
Arthrobacter sp. KFRI-F3372	2.5038	0	0.1132	0	43.2741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4314	0	0	0	0	0	0	0
Arthrobacter sp. LS16	0	0	0.2264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3515	0	0	0	0	0	0	0	0.0997	0	0	0	0
Arthrobacter sp. NEB 688	0	0	0.1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344.143	0	41.9968	0	1.044
Arthrobacter sp. NicSoilB11	0	0	0	0	3.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. NicSoilC5	0	0	0	0	46.9833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. NtRootA4	0	0	0	0	0.1766	0	0	0.1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6899	0	0	0	0	0	0	0	0	0.208	0	0	0	0	0	0
Arthrobacter sp. NtRootA9	0	0	0	0	45.5703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0988	0	0
Arthrobacter sp. PAMC25564	0	0	0	0	2.6494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. Rue61a	0.4695	0	0	0	0	0	0	8.7354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. StoSoilB13	0	0	0	0	0	0.0941	0	0.4945	0	0	0	0.8257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. StoSoilB22	0	0	0	0	0	0	0	1.9778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. UKPF54-2	0	0	0	0	3.1793	0	0	0.1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. YN	0	0	0	0	0	14.5829	0	0.1648	0	0	0	0.1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. zg-Y820	0	0	0	0.7267	4.5924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. zg-Y919	0	0	0.1132	0	4.769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrospira platensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0738	0	0	0	0	0	0	0	0.0988	0	0
Arthrospira sp. TJSD092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0738	0	0	0	0	0	0	0	0	0	0
Asticcacaulis excentricus	0.7824	0	0	0	0	0	0	0	0	0	0	0.1376	0	0.2862	0	0	0	0	0	0	0	0	0.602	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9023	0.0997	0	1.5811	0	0
Atlantibacter hermannii	0.1565	0.8281	0	0.3633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1713	0	0	0	0.4394	0	0	0	0	0	0	0	0	0	0	0	0
Aureimonas altamirensis	31.4537	0	0	0	0	0	0.1093	0	0	0	3.5622	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2198	0
Azospira sp. I09	0	0	0.2264	0	0	0	0	5.1094	0.6397	1.3279	0.2968	0	0	0	0	0	0	0	0	0	0.1274	0	0	0	0	0	0	0	2.2924	0.1758	0	0	0.2301	0	0	0.208	0	0	0.2392	0.0988	0.1099	0
Azospirillum thermophilum	0	0	0	1.09	0	0	0	0	0	0	0	0	0.4079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azotobacter chroococcum	0.1565	0.7098	0	0	0	0	1.0928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0802	0.1713	0	0.8829	0	0	0	0	0	0	1.2942	0	0	0.1994	0	0.7905	0	0
Bacillus amyloliquefaciens	0	25.0795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1196	0	0.2198	0
Bacillus anthracis	7.3548	2.9575	114.781	1.09	37.4454	27.2841	32.0187	8.2409	5.1173	9.2952	12.7645	4.4038	2.8554	2.0035	1.2111	0.4787	0.4644	0.1854	0.096	0	18.0959	2.6895	0	6.1	9.4639	22.6126	7.5887	4.0614	0	75.6699	1.868	44.9319	8.2843	16.4909	20.276	15.3896	3.1609	10.9663	0.3589	18.2809	11.0977	10.5888
Bacillus atrophaeus	0	176.385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus cereus	0.7824	53.2348	0	0	0	0	0	0	0	0	0	0.1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5494	0
Bacillus fonticola	0	91.3273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus halotolerans	0	884.644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus paralicheniformis	0	65.538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. (in: firmicutes)	0	254.344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. LM 4-2	0	15.4972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. THAF10	0	41.7598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1854	0	0	0.0988	0	0
Bacillus sp. ZY-1-1	0	94.1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus spizizenii	0	7371.72	0	0	0	0	0	0	0	15.9346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus subtilis	0	2754.37	0.3396	0	0.1766	0.8467	0	0.3296	0	3.3197	0	0.1376	0	0	0	0.1197	0	0	0	0	0	0	0	0	0	0	0	0.1766	0	0	0	0	0	0.3026	0	0	0	0.0997	0.7177	0.1976	2.9667	0
Bacillus velezensis	0	1012.05	0	0.7267	0	0	0.4371	0	0	5.9755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1766	0	0	0	0	0	0	0.4314	0	0	0.0997	0.5981	0	0.3296	0
Bacteroides fragilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2549	0	0.301	0	0	0	0	0	0	0	14.9438	0	0	0	0	0	0.7902	0	0	0.0988	0	0.5966
Bacteroides helcogenes	0	0	0	0	0	0	0	1.9778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides nordii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5337	0	0	0	0	0	0	0	0	0	0	0
Bacteroides thetaiotaomicron	0	0	0	0	0	0	0	0.1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5337	4.1476	0	0	0	0	0	0	0	0.0988	0	0.4474
Baekduia soli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bibersteinia trehalosi	0	0	0	0	0	0	0.1093	0	0	0	0	0	0	1.5742	0	0	0	0	0	0	0	0	0	0	0	1.7987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium actinocoloniiforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3515	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium adolescentis	0	0.1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1513	0	0	0	0	0	24.704	0	0
Bifidobacterium bifidum	0	0	0.3396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0028	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium dentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8373	0.2964	0	0
Bifidobacterium pseudocatenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0997	0	0.2964	0	0
Blastococcus saxobsidens	0	0	0	0	0	0	0.1093	0	0	0	0	0	1.6317	0	0	0	0.6502	0	0	0	0	1.5689	0	2.9047	0	0	0	0.3532	0	0	0	0	0	0	0	0	0	52.9375	0	0	0.3296	0
Blautia massiliensis (ex Durand et al. 2017)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2669	0	0	0	0	0	0	0	0	0	0	18.7915
Blautia obeum	0	0	0.2264	0.7267	0	0	0	64.4439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4474
Blautia sp. KLE_1732_HM_1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1759
Blautia sp. SC05B48	0	0	0	0	0	0	0	0	0.6397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2669	0	0	0	0	0	0	0	0	0	0	30.4243
Blautia wexlerae	0	0	0.1132	0	0	0	0	0	45.4161	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301	0	0	0	0	0	0	0	1.0674	0	0	0	0	0	0	0	0	0	0	1.7897
Bordetella hinzii	0.1565	0	0.1132	0	0	0	0	0.3296	0.6397	5.9755	0	0	0	0	0.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0879	0	0	0	0.3026	0	0.4159	0	0	0	0.6917	0.2198	0
Bordetella trematum	0	0	0	0	0	0	0.1093	0.1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.314	0	0.3951	0	0	0	0.1099	0
Bosea sp. ANAM02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9915	0	0	0	0	0	0	0	0	0
Bosea sp. AS-1	0	0	0	0	0	0	0	0.1648	0	0	0	0	0	0	0	0	0	0	0	0	0.2549	0	0	0	0.0802	0	0	0	0	0.2637	0	0	2.0711	0	0	0	0	0	0.1196	0.0988	0.5494	0
Bosea sp. F3-2	0	0	0	0	2.6494	0	0	0	0	0	0	0.1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5144	0	0	0	0.3951	0	0	0	0	0
Bosea sp. NBC_00550	0	0	0	0	6.3587	0	0.1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3807	0	0	0	0	0	0	0	0.3296	0
Bosea vaviloviae	0	0	0	0	3.5326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1854	0	0	0	0	0
Bradyrhizobium barranii	1.0954	0	0	0	0.3533	0	0	0	0	0.6639	0.2968	0	0	0	0	0.4787	0.0929	0	0	0	0	0	0	0	0	0.1713	1.3798	1.2361	0	0.1758	0	0	0	2.1181	0	0	0.3951	39.1797	0.3589	0.4941	0	0
Bradyrhizobium denitrificans	0	0	0.4528	0	0.3533	0	0.3278	0	0	8.6312	0	0	0	0	0	0	0	0	0	0	0	9.6373	0	0	0	0.257	0	0	0	0	0	0	0	0	0.8628	16.8454	0	2.6917	0	0	3.0766	0
Bradyrhizobium diazoefficiens	0.7824	0	0	2.18	1.413	0	0	0	1.2793	0	1.7811	0	0	0.1431	0	0.2394	0	0	0	0	0	0	0	0	0.0802	0	0	0.7063	0	0.1758	0	0.6913	0	1.3616	0	0.4159	0	0	0.2392	0.5929	0.5494	0
Bradyrhizobium elkanii	0	0	0	0.3633	0	0	0	0	0	0.6639	0	0.4129	0	0.7156	0	0	0	0	0	0	0	0	0	0	0.0802	0	0	0	0	0.0879	0	0	0	0.1513	0	0.8319	0	0.1994	0	0	0.2198	0
Bradyrhizobium erythrophlei	0	0	0	0	0.1766	14.3006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7063	0	0.1758	0	0	0	0	0	0	0	0.2991	0	0	0	0.1491
Bradyrhizobium genosp. L	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208	0	0	0	0	0	0
